,sentences,paragraph
1886,"His life had been confused and disordered since then,
but if he could once return to a certain starting place and go over it
all slowly, he could find out what that thing was …",929
1887,"… One autumn night, five years before, they had been walking down the
street when the leaves were falling, and they came to a place where
there were no trees and the sidewalk was white with moonlight.",930
1888,"They
stopped here and turned toward each other.",930
1889,"Now it was a cool night
with that mysterious excitement in it which comes at the two changes
of the year.",930
1890,"The quiet lights in the houses were humming out into the
darkness and there was a stir and bustle among the stars.",930
1891,"Out of the
corner of his eye Gatsby saw that the blocks of the sidewalks really
formed a ladder and mounted to a secret place above the trees—he could
climb to it, if he climbed alone, and once there he could suck on the
pap of life, gulp down the incomparable milk of wonder.",930
1892,His heart beat faster as Daisy’s white face came up to his own.,931
1893,"He
knew that when he kissed this girl, and forever wed his unutterable
visions to her perishable breath, his mind would never romp again like
the mind of God.",931
1894,"So he waited, listening for a moment longer to the
tuning-fork that had been struck upon a star.",931
1895,Then he kissed her.,931
1896,"At
his lips’ touch she blossomed for him like a flower and the
incarnation was complete.",931
1897,"Through all he said, even through his appalling sentimentality, I was
reminded of something—an elusive rhythm, a fragment of lost words,
that I had heard somewhere a long time ago.",932
1898,"For a moment a phrase
tried to take shape in my mouth and my lips parted like a dumb man’s,
as though there was more struggling upon them than a wisp of startled
air.",932
1899,"But they made no sound, and what I had almost remembered was
uncommunicable forever.",932
1900,"
                                 VII",933
1901,"It was when curiosity about Gatsby was at its highest that the lights
in his house failed to go on one Saturday night—and, as obscurely as
it had begun, his career as Trimalchio was over.",934
1902,"Only gradually did I
become aware that the automobiles which turned expectantly into his
drive stayed for just a minute and then drove sulkily away.",934
1903,"Wondering
if he were sick I went over to find out—an unfamiliar butler with a
villainous face squinted at me suspiciously from the door.",934
1904,“Is Mr. Gatsby sick?”,935
1905,"“Nope.” After a pause he added “sir” in a dilatory, grudging way.",936
1906,"“I hadn’t seen him around, and I was rather worried.",937
1907,"Tell him Mr.
Carraway came over.”",937
1908,“Who?” he demanded rudely.,938
1909,“Carraway.”,939
1910,“Carraway.,940
1911,"All right, I’ll tell him.”",940
1912,Abruptly he slammed the door.,941
1913,"My Finn informed me that Gatsby had dismissed every servant in his
house a week ago and replaced them with half a dozen others, who never
went into West Egg village to be bribed by the tradesmen, but ordered
moderate supplies over the telephone.",942
1914,"The grocery boy reported that
the kitchen looked like a pigsty, and the general opinion in the
village was that the new people weren’t servants at all.",942
1915,Next day Gatsby called me on the phone.,943
1916,“Going away?” I inquired.,944
1917,"“No, old sport.”",945
1918,“I hear you fired all your servants.”,946
1919,“I wanted somebody who wouldn’t gossip.,947
1920,"Daisy comes over quite
often—in the afternoons.”",947
1921,"So the whole caravansary had fallen in like a card house at the
disapproval in her eyes.",948
1922,“They’re some people Wolfshiem wanted to do something for.,949
1923,"They’re all
brothers and sisters.",949
1924,They used to run a small hotel.”,949
1925,“I see.”,950
1926,"He was calling up at Daisy’s request—would I come to lunch at her
house tomorrow?",951
1927,Miss Baker would be there.,951
1928,"Half an hour later Daisy
herself telephoned and seemed relieved to find that I was
coming.",951
1929,Something was up.,951
1930,"And yet I couldn’t believe that they would
choose this occasion for a scene—especially for the rather harrowing
scene that Gatsby had outlined in the garden.",951
1931,"The next day was broiling, almost the last, certainly the warmest, of
the summer.",952
1932,"As my train emerged from the tunnel into sunlight, only
the hot whistles of the National Biscuit Company broke the simmering
hush at noon.",952
1933,"The straw seats of the car hovered on the edge of
combustion; the woman next to me perspired delicately for a while into
her white shirtwaist, and then, as her newspaper dampened under her
fingers, lapsed despairingly into deep heat with a desolate cry.",952
1934,"Her
pocketbook slapped to the floor.",952
1935,"“Oh, my!” she gasped.",953
1936,"I picked it up with a weary bend and handed it back to her, holding it
at arm’s length and by the extreme tip of the corners to indicate that
I had no designs upon it—but everyone near by, including the woman,
suspected me just the same.",954
1937,“Hot!” said the conductor to familiar faces.,955
1938,“Some weather!,955
1939,… Hot!,955
1940,"…
Hot!",955
1941,… Hot!,955
1942,… Is it hot enough for you?,955
1943,Is it hot?,955
1944,Is it … ?”,955
1945,My commutation ticket came back to me with a dark stain from his hand.,956
1946,"That anyone should care in this heat whose flushed lips he kissed,
whose head made damp the pyjama pocket over his heart!",956
1947,"… Through the hall of the Buchanans’ house blew a faint wind, carrying
the sound of the telephone bell out to Gatsby and me as we waited at
the door.",957
1948,“The master’s body?” roared the butler into the mouthpiece.,958
1949,"“I’m
sorry, madame, but we can’t furnish it—it’s far too hot to touch this
noon!”",958
1950,What he really said was: “Yes … Yes … I’ll see.”,959
1951,"He set down the receiver and came toward us, glistening slightly, to
take our stiff straw hats.",960
1952,"“Madame expects you in the salon!” he cried, needlessly indicating the
direction.",961
1953,"In this heat every extra gesture was an affront to the
common store of life.",961
1954,"The room, shadowed well with awnings, was dark and cool.",962
1955,"Daisy and
Jordan lay upon an enormous couch, like silver idols weighing down
their own white dresses against the singing breeze of the fans.",962
1956,"“We can’t move,” they said together.",963
1957,"Jordan’s fingers, powdered white over their tan, rested for a moment
in mine.",964
1958,"“And Mr. Thomas Buchanan, the athlete?” I inquired.",965
1959,"Simultaneously I heard his voice, gruff, muffled, husky, at the hall
telephone.",966
1960,"Gatsby stood in the centre of the crimson carpet and gazed around with
fascinated eyes.",967
1961,"Daisy watched him and laughed, her sweet, exciting
laugh; a tiny gust of powder rose from her bosom into the air.",967
1962,"“The rumour is,” whispered Jordan, “that that’s Tom’s girl on the
telephone.”",968
1963,We were silent.,969
1964,"The voice in the hall rose high with annoyance: “Very
well, then, I won’t sell you the car at all … I’m under no obligations
to you at all … and as for your bothering me about it at lunch time, I
won’t stand that at all!”",969
1965,"“Holding down the receiver,” said Daisy cynically.",970
1966,"“No, he’s not,” I assured her.",971
1967,“It’s a bona-fide deal.,971
1968,"I happen to
know about it.”",971
1969,"Tom flung open the door, blocked out its space for a moment with his
thick body, and hurried into the room.",972
1970,“Mr.,973
1971,"Gatsby!” He put out his broad, flat hand with well-concealed
dislike.",973
1972,"“I’m glad to see you, sir … Nick …”",973
