,lines,paragraph
4316,"purple-and-gold pall as a curtain. For weeks he would not go there,",924
4317,"would forget the hideous painted thing, and get back his light heart,",924
4318,"his wonderful joyousness, his passionate absorption in mere existence.",924
4319,"Then, suddenly, some night he would creep out of the house, go down to",924
4320,"dreadful places near Blue Gate Fields, and stay there, day after day,",924
4321,until he was driven away. On his return he would sit in front of the,924
4322,"picture, sometimes loathing it and himself, but filled, at other times,",924
4323,"with that pride of individualism that is half the fascination of sin,",924
4324,and smiling with secret pleasure at the misshapen shadow that had to,924
4325,bear the burden that should have been his own.,924
4326,"After a few years he could not endure to be long out of England, and",925
4327,"gave up the villa that he had shared at Trouville with Lord Henry, as",925
4328,well as the little white walled-in house at Algiers where they had more,925
4329,than once spent the winter. He hated to be separated from the picture,925
4330,"that was such a part of his life, and was also afraid that during his",925
4331,"absence some one might gain access to the room, in spite of the",925
4332,elaborate bars that he had caused to be placed upon the door.,925
4333,He was quite conscious that this would tell them nothing. It was true,926
4334,"that the portrait still preserved, under all the foulness and ugliness",926
4335,"of the face, its marked likeness to himself; but what could they learn",926
4336,from that? He would laugh at any one who tried to taunt him. He had not,926
4337,painted it. What was it to him how vile and full of shame it looked?,926
4338,"Even if he told them, would they believe it?",926
4339,Yet he was afraid. Sometimes when he was down at his great house in,927
4340,"Nottinghamshire, entertaining the fashionable young men of his own rank",927
4341,"who were his chief companions, and astounding the county by the wanton",927
4342,"luxury and gorgeous splendour of his mode of life, he would suddenly",927
4343,leave his guests and rush back to town to see that the door had not,927
4344,been tampered with and that the picture was still there. What if it,927
4345,should be stolen? The mere thought made him cold with horror. Surely,927
4346,the world would know his secret then. Perhaps the world already,927
4347,suspected it.,927
4348,"For, while he fascinated many, there were not a few who distrusted him.",928
4349,He was very nearly blackballed at a West End club of which his birth,928
4350,"and social position fully entitled him to become a member, and it was",928
4351,"said that on one occasion, when he was brought by a friend into the",928
4352,"smoking-room of the Churchill, the Duke of Berwick and another",928
4353,gentleman got up in a marked manner and went out. Curious stories,928
4354,became current about him after he had passed his twenty-fifth year. It,928
4355,was rumoured that he had been seen brawling with foreign sailors in a,928
4356,"low den in the distant parts of Whitechapel, and that he consorted with",928
4357,thieves and coiners and knew the mysteries of their trade. His,928
4358,"extraordinary absences became notorious, and, when he used to reappear",928
4359,"again in society, men would whisper to each other in corners, or pass",928
4360,"him with a sneer, or look at him with cold searching eyes, as though",928
4361,they were determined to discover his secret.,928
4362,"Of such insolences and attempted slights he, of course, took no notice,",929
4363,"and in the opinion of most people his frank debonair manner, his",929
4364,"charming boyish smile, and the infinite grace of that wonderful youth",929
4365,"that seemed never to leave him, were in themselves a sufficient answer",929
4366,"to the calumnies, for so they termed them, that were circulated about",929
4367,"him. It was remarked, however, that some of those who had been most",929
4368,"intimate with him appeared, after a time, to shun him. Women who had",929
4369,"wildly adored him, and for his sake had braved all social censure and",929
4370,"set convention at defiance, were seen to grow pallid with shame or",929
4371,horror if Dorian Gray entered the room.,929
4372,Yet these whispered scandals only increased in the eyes of many his,930
4373,strange and dangerous charm. His great wealth was a certain element of,930
4374,"security. Society—civilized society, at least—is never very ready to",930
4375,believe anything to the detriment of those who are both rich and,930
4376,fascinating. It feels instinctively that manners are of more importance,930
4377,"than morals, and, in its opinion, the highest respectability is of much",930
4378,"less value than the possession of a good _chef_. And, after all, it is",930
4379,a very poor consolation to be told that the man who has given one a bad,930
4380,"dinner, or poor wine, is irreproachable in his private life. Even the",930
4381,"cardinal virtues cannot atone for half-cold _entrées_, as Lord Henry",930
4382,"remarked once, in a discussion on the subject, and there is possibly a",930
4383,"good deal to be said for his view. For the canons of good society are,",930
4384,"or should be, the same as the canons of art. Form is absolutely",930
4385,"essential to it. It should have the dignity of a ceremony, as well as",930
4386,"its unreality, and should combine the insincere character of a romantic",930
4387,play with the wit and beauty that make such plays delightful to us. Is,930
4388,insincerity such a terrible thing? I think not. It is merely a method,930
4389,by which we can multiply our personalities.,930
4390,"Such, at any rate, was Dorian Gray’s opinion. He used to wonder at the",931
4391,shallow psychology of those who conceive the ego in man as a thing,931
4392,"simple, permanent, reliable, and of one essence. To him, man was a",931
4393,"being with myriad lives and myriad sensations, a complex multiform",931
4394,creature that bore within itself strange legacies of thought and,931
4395,"passion, and whose very flesh was tainted with the monstrous maladies",931
4396,of the dead. He loved to stroll through the gaunt cold picture-gallery,931
4397,of his country house and look at the various portraits of those whose,931
4398,"blood flowed in his veins. Here was Philip Herbert, described by",931
4399,"Francis Osborne, in his Memoires on the Reigns of Queen Elizabeth and",931
4400,"King James, as one who was “caressed by the Court for his handsome",931
4401,"face, which kept him not long company.” Was it young Herbert’s life",931
4402,that he sometimes led? Had some strange poisonous germ crept from body,931
4403,to body till it had reached his own? Was it some dim sense of that,931
4404,"ruined grace that had made him so suddenly, and almost without cause,",931
