,lines,paragraph
6650,"assisted by Kitty’s hints and additions, endeavour to amuse her",1643
6651,companions all the way to Longbourn. Elizabeth listened as little as she,1643
6652,"could, but there was no escaping the frequent mention of Wickham’s name.",1643
6653,Their reception at home was most kind. Mrs. Bennet rejoiced to see Jane,1644
6654,in undiminished beauty; and more than once during dinner did Mr. Bennet,1644
6655,"say voluntarily to Elizabeth,----",1644
6656,"“I am glad you are come back, Lizzy.”",1645
6657,"Their party in the dining-room was large, for almost all the Lucases",1646
6658,came to meet Maria and hear the news; and various were the subjects,1646
6659,"which occupied them: Lady Lucas was inquiring of Maria, across the",1646
6660,"table, after the welfare and poultry of her eldest daughter; Mrs. Bennet",1646
6661,"was doubly engaged, on one hand collecting an account of the present",1646
6662,"fashions from Jane, who sat some way below her, and on the other,",1646
6663,"retailing them all to the younger Miss Lucases; and Lydia, in a voice",1646
6664,"rather louder than any other person’s, was enumerating the various",1646
6665,pleasures of the morning to anybody who would hear her.,1646
6666,"“Oh, Mary,” said she, “I wish you had gone with us, for we had such fun!",1647
6667,"as we went along Kitty and me drew up all the blinds, and pretended",1647
6668,"there was nobody in the coach; and I should have gone so all the way, if",1647
6669,"Kitty had not been sick; and when we got to the George, I do think we",1647
6670,"behaved very handsomely, for we treated the other three with the nicest",1647
6671,"cold luncheon in the world, and if you would have gone, we would have",1647
6672,treated you too. And then when we came away it was such fun! I thought,1647
6673,we never should have got into the coach. I was ready to die of laughter.,1647
6674,And then we were so merry all the way home! we talked and laughed so,1647
6675,"loud, that anybody might have heard us ten miles off!”",1647
6676,"To this, Mary very gravely replied, “Far be it from me, my dear sister,",1648
6677,to depreciate such pleasures. They would doubtless be congenial with the,1648
6678,generality of female minds. But I confess they would have no charms for,1648
6679,_me_. I should infinitely prefer a book.”,1648
6680,But of this answer Lydia heard not a word. She seldom listened to,1649
6681,"anybody for more than half a minute, and never attended to Mary at all.",1649
6682,In the afternoon Lydia was urgent with the rest of the girls to walk to,1650
6683,"Meryton, and see how everybody went on; but Elizabeth steadily opposed",1650
6684,"the scheme. It should not be said, that the Miss Bennets could not be at",1650
6685,home half a day before they were in pursuit of the officers. There was,1650
6686,"another reason, too, for her opposition. She dreaded seeing Wickham",1650
6687,"again, and was resolved to avoid it as long as possible. The comfort to",1650
6688,"_her_, of the regiment’s approaching removal, was indeed beyond",1650
6689,"expression. In a fortnight they were to go, and once gone, she hoped",1650
6690,there could be nothing more to plague her on his account.,1650
6691,"She had not been many hours at home, before she found that the Brighton",1651
6692,"scheme, of which Lydia had given them a hint at the inn, was under",1651
6693,frequent discussion between her parents. Elizabeth saw directly that her,1651
6694,father had not the smallest intention of yielding; but his answers were,1651
6695,"at the same time so vague and equivocal, that her mother, though often",1651
6696,"disheartened, had never yet despaired of succeeding at last.",1651
6697,[Illustration],1655
6698,CHAPTER XL.,1659
6699,[Illustration],1661
6700,Elizabeth’s impatience to acquaint Jane with what had happened could no,1662
6701,longer be overcome; and at length resolving to suppress every particular,1662
6702,"in which her sister was concerned, and preparing her to be surprised,",1662
6703,she related to her the next morning the chief of the scene between Mr.,1662
6704,Darcy and herself.,1662
6705,Miss Bennet’s astonishment was soon lessened by the strong sisterly,1663
6706,partiality which made any admiration of Elizabeth appear perfectly,1663
6707,natural; and all surprise was shortly lost in other feelings. She was,1663
6708,sorry that Mr. Darcy should have delivered his sentiments in a manner so,1663
6709,little suited to recommend them; but still more was she grieved for the,1663
6710,unhappiness which her sister’s refusal must have given him.,1663
6711,"“His being so sure of succeeding was wrong,” said she, “and certainly",1664
6712,ought not to have appeared; but consider how much it must increase his,1664
6713,disappointment.”,1664
6714,"“Indeed,” replied Elizabeth, “I am heartily sorry for him; but he has",1665
6715,other feelings which will probably soon drive away his regard for me.,1665
6716,"You do not blame me, however, for refusing him?”",1665
6717,"“Blame you! Oh, no.”",1666
6718,“But you blame me for having spoken so warmly of Wickham?”,1667
6719,“No--I do not know that you were wrong in saying what you did.”,1668
6720,"“But you _will_ know it, when I have told you what happened the very",1669
6721,next day.”,1669
6722,"She then spoke of the letter, repeating the whole of its contents as far",1670
6723,"as they concerned George Wickham. What a stroke was this for poor Jane,",1670
6724,who would willingly have gone through the world without believing that,1670
6725,so much wickedness existed in the whole race of mankind as was here,1670
6726,"collected in one individual! Nor was Darcy’s vindication, though",1670
6727,"grateful to her feelings, capable of consoling her for such discovery.",1670
6728,"Most earnestly did she labour to prove the probability of error, and",1670
6729,"seek to clear one, without involving the other.",1670
6730,"“This will not do,” said Elizabeth; “you never will be able to make both",1671
6731,"of them good for anything. Take your choice, but you must be satisfied",1671
6732,with only one. There is but such a quantity of merit between them; just,1671
6733,enough to make one good sort of man; and of late it has been shifting,1671
6734,"about pretty much. For my part, I am inclined to believe it all Mr.",1671
6735,"Darcy’s, but you shall do as you choose.”",1671
6736,"It was some time, however, before a smile could be extorted from Jane.",1672
6737,"“I do not know when I have been more shocked,” said she. “Wickham so",1673
6738,"very bad! It is almost past belief. And poor Mr. Darcy! dear Lizzy,",1673
6739,only consider what he must have suffered. Such a disappointment! and,1673
6740,with the knowledge of your ill opinion too! and having to relate such a,1673
6741,"thing of his sister! It is really too distressing, I am sure you must",1673
6742,feel it so.”,1673
6743,"“Oh no, my regret and compassion are all done away by seeing you so full",1674
6744,"of both. I know you will do him such ample justice, that I am growing",1674
6745,every moment more unconcerned and indifferent. Your profusion makes me,1674
6746,"saving; and if you lament over him much longer, my heart will be as",1674
6747,light as a feather.”,1674
6748,“Poor Wickham! there is such an expression of goodness in his,1675
